"date","temp","is_forced_heatwave","doy","thresh90","above90","group","is_heatwave"
2010-02-08,15.7452700446726,FALSE,39,19.8420986016791,FALSE,3,FALSE
2010-02-09,15.4968492916601,FALSE,40,18.9645478849056,FALSE,3,FALSE
2010-02-10,19.4240969406599,FALSE,41,19.6833472213407,FALSE,3,FALSE
2010-02-11,14.48597922852,FALSE,42,18.3620459901198,FALSE,3,FALSE
2010-02-12,15.0124196551224,FALSE,43,17.8203240751701,FALSE,3,FALSE
2010-02-13,16.2635317815924,FALSE,44,19.7408596191098,FALSE,3,FALSE
2010-02-14,14.9394885642316,FALSE,45,17.7415334436234,FALSE,3,FALSE
2010-02-15,15.0963072886355,FALSE,46,19.3436100134665,FALSE,3,FALSE
2010-02-16,14.925653929146,FALSE,47,18.7884745112136,FALSE,3,FALSE
2010-02-17,14.7450676674336,FALSE,48,17.7380701754915,FALSE,3,FALSE
2010-02-18,16.3119312078816,FALSE,49,17.4217989706847,FALSE,3,FALSE
2010-02-19,16.4782351226661,FALSE,50,20.8586573040502,FALSE,3,FALSE
2010-02-20,13.9740169134591,FALSE,51,20.9024483153812,FALSE,3,FALSE
2010-02-21,16.5378624581888,FALSE,52,20.3378155306543,FALSE,3,FALSE
2010-02-22,15.6019505691707,FALSE,53,19.921422420356,FALSE,3,FALSE
2010-02-23,15.909288499974,FALSE,54,19.9332523579657,FALSE,3,FALSE
2010-02-24,17.7358263236866,FALSE,55,20.1161867391917,FALSE,3,FALSE
2010-02-25,19.3095193552786,FALSE,56,23.9757610528493,FALSE,3,FALSE
2010-02-26,21.6037102192409,FALSE,57,21.4725044442192,TRUE,4,FALSE
2010-02-27,16.8877132714085,FALSE,58,21.2990279655808,FALSE,5,FALSE
2010-02-28,21.7742299536217,FALSE,59,21.812235467673,FALSE,5,FALSE
2010-03-01,16.3763947141262,FALSE,60,21.6604024914251,FALSE,5,FALSE
2010-03-02,20.1363615666441,FALSE,61,21.1176689039567,FALSE,5,FALSE
2010-03-03,24.0538688844644,FALSE,62,22.8138460364766,TRUE,6,FALSE
2010-03-04,19.0205513075452,FALSE,63,21.6568281358867,FALSE,7,FALSE
2010-03-05,17.8864238959433,FALSE,64,24.267953141523,FALSE,7,FALSE
2010-03-06,19.3474809697415,FALSE,65,21.97117431818,FALSE,7,FALSE
2010-03-07,23.0551825749939,FALSE,66,23.1649763985093,FALSE,7,FALSE
2010-03-08,17.3633850042579,FALSE,67,21.6915075872407,FALSE,7,FALSE
2010-03-09,22.5170416236394,FALSE,68,22.6176104533253,FALSE,7,FALSE
2010-03-10,22.5824366097178,FALSE,69,22.2091411049567,TRUE,8,FALSE
2010-03-11,20.7392350023419,FALSE,70,21.1031816730521,FALSE,9,FALSE
2010-03-12,20.2240464272912,FALSE,71,22.1413495277779,FALSE,9,FALSE
2010-03-13,19.4442066906278,FALSE,72,23.8356768238161,FALSE,9,FALSE
2010-03-14,19.7678117316725,FALSE,73,23.8681815296735,FALSE,9,FALSE
2010-03-15,21.9438970128989,FALSE,74,24.3522981806754,FALSE,9,FALSE
2010-03-16,24.9349925353697,FALSE,75,23.4118998387653,TRUE,10,FALSE
2010-03-17,20.6353544258028,FALSE,76,22.6745121682325,FALSE,11,FALSE
2010-03-18,18.3089312723849,FALSE,77,23.3942407770327,FALSE,11,FALSE
2010-03-19,19.7917381868473,FALSE,78,22.949589476298,FALSE,11,FALSE
2010-03-20,21.9042829819354,FALSE,79,22.6885247869127,FALSE,11,FALSE
2010-03-21,20.9026879565859,FALSE,80,23.763830646311,FALSE,11,FALSE
2010-03-22,21.3303593697312,FALSE,81,23.9908470556568,FALSE,11,FALSE
2010-03-23,21.4950655426496,FALSE,82,24.4552487729639,FALSE,11,FALSE
2010-03-24,19.2394382808314,FALSE,83,25.6605272700005,FALSE,11,FALSE
2010-03-25,21.7852204408271,FALSE,84,22.6315616928036,FALSE,11,FALSE
2010-03-26,23.9816647314364,FALSE,85,26.509199329969,FALSE,11,FALSE
2010-03-27,23.8243621350105,FALSE,86,25.4536777380174,FALSE,11,FALSE
2010-03-28,23.6765074548147,FALSE,87,25.5233511571628,FALSE,11,FALSE
2010-03-29,21.917723130884,FALSE,88,25.5650059279762,FALSE,11,FALSE
2010-03-30,22.485861275954,FALSE,89,23.5360470670899,FALSE,11,FALSE
2010-03-31,20.6249218172568,FALSE,90,25.8364209982069,FALSE,11,FALSE
2010-04-01,23.051533969073,FALSE,91,24.9131546305794,FALSE,11,FALSE
2010-04-02,23.8109399124301,FALSE,92,25.4724927940284,FALSE,11,FALSE
2010-04-03,26.8538703945386,FALSE,93,25.2771756827027,TRUE,12,FALSE
2010-04-04,25.5849364345116,FALSE,94,26.4715050062878,FALSE,13,FALSE
2010-04-05,22.7291577459629,FALSE,95,27.5510238456727,FALSE,13,FALSE
2010-04-06,24.5681604482595,FALSE,96,26.7032309505086,FALSE,13,FALSE
2010-04-07,21.7227723114784,FALSE,97,24.739037555207,FALSE,13,FALSE
2010-04-08,25.8813898951659,FALSE,98,26.7160802669563,FALSE,13,FALSE
2010-04-09,26.2017481817519,FALSE,99,27.2026068066678,FALSE,13,FALSE
2010-04-10,28.6268906619606,FALSE,100,26.0909884364025,TRUE,14,FALSE
2010-04-11,25.3401269925696,FALSE,101,26.3470251271907,FALSE,15,FALSE
2010-04-12,23.6856202465744,FALSE,102,26.8805547300372,FALSE,15,FALSE
2010-04-13,24.8884476407194,FALSE,103,25.0832542533921,FALSE,15,FALSE
2010-04-14,23.8702075679941,FALSE,104,27.3544310450002,FALSE,15,FALSE
2010-04-15,23.3390408706532,FALSE,105,26.118208664318,FALSE,15,FALSE
2010-04-16,25.4379380907547,FALSE,106,28.5533031234618,FALSE,15,FALSE
2010-04-17,23.4212733551955,FALSE,107,27.7885504163001,FALSE,15,FALSE
2010-04-18,25.6568140851714,FALSE,108,26.9294121305647,FALSE,15,FALSE
2010-04-19,26.1336953601598,FALSE,109,27.8220282312213,FALSE,15,FALSE
2010-04-20,25.4194174681977,FALSE,110,26.7992692921465,FALSE,15,FALSE
2010-04-21,25.2280606259867,FALSE,111,26.9484249793604,FALSE,15,FALSE
2010-04-22,24.4144073768264,FALSE,112,27.7831721873314,FALSE,15,FALSE
2010-04-23,23.581827583354,FALSE,113,29.5811478467637,FALSE,15,FALSE
2010-04-24,27.5848089385757,FALSE,114,27.6384420734811,FALSE,15,FALSE
2010-04-25,26.0118545810084,FALSE,115,27.2327472983424,FALSE,15,FALSE
2010-04-26,27.7061396081925,FALSE,116,27.6131662676364,TRUE,16,FALSE
2010-04-27,23.6277629940134,FALSE,117,28.587656647685,FALSE,17,FALSE
2010-04-28,26.5225173771387,FALSE,118,28.3066601640518,FALSE,17,FALSE
2010-04-29,27.5944651510841,FALSE,119,27.6472276527814,FALSE,17,FALSE
2010-04-30,26.2546891941142,FALSE,120,27.2902029520025,FALSE,17,FALSE
2010-05-01,25.9789105389323,FALSE,121,28.1260739068583,FALSE,17,FALSE
2010-05-02,24.8475830614499,FALSE,122,27.6088561796556,FALSE,17,FALSE
2010-05-03,30.5725784445802,FALSE,123,29.0144117435134,TRUE,18,FALSE
2010-05-04,27.997183384275,FALSE,124,29.4093580171995,FALSE,19,FALSE
2010-05-05,30.1795055349453,FALSE,125,29.9456936674158,TRUE,20,FALSE
2010-05-06,26.7210170583023,FALSE,126,28.6310064176289,FALSE,21,FALSE
2010-05-07,25.322709879192,FALSE,127,29.7770253380228,FALSE,21,FALSE
2010-05-08,23.5783298712927,FALSE,128,29.3149732294427,FALSE,21,FALSE
2010-05-09,25.3467598138438,FALSE,129,27.1119670981192,FALSE,21,FALSE
2010-05-10,27.0802242509029,FALSE,130,27.6235695778532,FALSE,21,FALSE
2010-05-11,28.6582084632432,FALSE,131,28.8348499853276,FALSE,21,FALSE
2010-05-12,27.134020023981,FALSE,132,29.0449168275442,FALSE,21,FALSE
2010-05-13,24.2767451377182,FALSE,133,29.3519593823273,FALSE,21,FALSE
2010-05-14,27.9445712479373,FALSE,134,28.6385745871872,FALSE,21,FALSE
2010-05-15,23.2877734121323,FALSE,135,29.0068009811973,FALSE,21,FALSE
2010-05-16,25.8313927111589,FALSE,136,28.677009581435,FALSE,21,FALSE
2010-05-17,25.900233477376,FALSE,137,29.236815719683,FALSE,21,FALSE
2010-05-18,22.5995681976325,FALSE,138,28.8417401094801,FALSE,21,FALSE
2010-05-19,28.2939534736761,FALSE,139,28.4784932761482,FALSE,21,FALSE
2010-05-20,25.1600366825568,FALSE,140,29.450847969632,FALSE,21,FALSE
2010-05-21,25.6837912790483,FALSE,141,28.2087547396993,FALSE,21,FALSE
2010-05-22,29.0823729662631,FALSE,142,29.0833399707683,FALSE,21,FALSE
2010-05-23,27.4997558502724,FALSE,143,29.1483812216559,FALSE,21,FALSE
2010-05-24,25.9379848294431,FALSE,144,29.3585559636866,FALSE,21,FALSE
2010-05-25,27.1049252128832,FALSE,145,27.9810677001823,FALSE,21,FALSE
2010-05-26,26.7926086423915,FALSE,146,27.7288009089884,FALSE,21,FALSE
2010-05-27,29.2305657694979,FALSE,147,29.3540539885059,FALSE,21,FALSE
2010-05-28,26.3615633903311,FALSE,148,27.4097502832514,FALSE,21,FALSE
2010-05-29,26.7213996488133,FALSE,149,28.0828175273886,FALSE,21,FALSE
2010-05-30,26.2972134000021,FALSE,150,26.378270532128,FALSE,21,FALSE
2010-05-31,24.7350944182423,FALSE,151,27.0257207904089,FALSE,21,FALSE
2010-06-01,25.566506971682,FALSE,152,28.2250963287141,FALSE,21,FALSE
2010-06-02,28.5247314467748,FALSE,153,27.2404681583783,TRUE,22,FALSE
2010-06-03,23.3663496502981,FALSE,154,27.4640312302982,FALSE,23,FALSE
2010-06-04,25.2257127442912,FALSE,155,29.1484974971734,FALSE,23,FALSE
2010-06-05,27.56553009657,FALSE,156,28.6089954007774,FALSE,23,FALSE
2010-06-06,24.2255774502927,FALSE,157,28.3928311593639,FALSE,23,FALSE
2010-06-07,22.4361413543913,FALSE,158,27.8578374256878,FALSE,23,FALSE
2010-06-08,22.6460299712483,FALSE,159,27.9546818336799,FALSE,23,FALSE
2010-06-09,23.4427072195732,FALSE,160,30.5394427586122,FALSE,23,FALSE
2010-06-10,22.3603747299041,TRUE,161,31.8432294191974,FALSE,23,TRUE
2010-06-11,26.1980095562707,TRUE,162,31.1391891692196,FALSE,23,TRUE
2010-06-12,28.2718449227624,TRUE,163,32.279493702367,FALSE,23,TRUE
2010-06-13,30.582704875508,TRUE,164,36.2552155631734,FALSE,23,TRUE
2010-06-14,32.8790263589599,TRUE,165,33.4935928167825,FALSE,23,TRUE
2010-06-15,33.5707120743327,TRUE,166,33.8988268939542,FALSE,23,TRUE
2010-06-16,35.0309264194527,TRUE,167,35.023010978161,TRUE,24,TRUE
2010-06-17,30.0308285936255,TRUE,168,30.076214202919,FALSE,25,TRUE
2010-06-18,27.2886382143767,TRUE,169,26.5612530198215,TRUE,26,TRUE
2010-06-19,28.1017807467312,TRUE,170,28.1223059039398,FALSE,27,TRUE
2010-06-20,25.5158917738053,TRUE,171,26.0998912787554,FALSE,27,TRUE
2010-06-21,21.9743206348671,FALSE,172,26.8913250427741,FALSE,27,FALSE
2010-06-22,20.9991083900405,FALSE,173,26.3614008850454,FALSE,27,FALSE
2010-06-23,17.7926622504728,FALSE,174,26.4049179625807,FALSE,27,FALSE
2010-06-24,24.028619644434,FALSE,175,24.6359315517299,FALSE,27,FALSE
2010-06-25,19.2962788572058,FALSE,176,25.9764920815947,FALSE,27,FALSE
2010-06-26,18.4857927234208,FALSE,177,25.3441646348568,FALSE,27,FALSE
2010-06-27,26.5793920265477,FALSE,178,27.1455693548799,FALSE,27,FALSE
2010-06-28,20.7172567445375,FALSE,179,24.7292207218147,FALSE,27,FALSE
2010-06-29,19.933010089348,FALSE,180,23.9764888333685,FALSE,27,FALSE
2010-06-30,14.2845107971536,FALSE,181,24.9688040720348,FALSE,27,FALSE
2010-07-01,19.2960531282828,FALSE,182,22.308487919844,FALSE,27,FALSE
2010-07-02,21.1917991370121,FALSE,183,22.7210452963926,FALSE,27,FALSE
2010-07-03,19.8091489853692,FALSE,184,21.8094027846415,FALSE,27,FALSE
2010-07-04,20.5454644268463,FALSE,185,22.5230467675488,FALSE,27,FALSE
2010-07-05,22.425588218511,FALSE,186,22.7667913976574,FALSE,27,FALSE
2010-07-06,20.5317024441399,FALSE,187,23.1141127820663,FALSE,27,FALSE
2010-07-07,16.9095956601115,FALSE,188,21.4789744899348,FALSE,27,FALSE
2010-07-08,19.0674033071923,FALSE,189,21.8205515254699,FALSE,27,FALSE
2010-07-09,16.9927403205795,FALSE,190,20.4342732824093,FALSE,27,FALSE
2010-07-10,16.0426867525731,FALSE,191,18.5844571379644,FALSE,27,FALSE
2010-07-11,11.1354619680078,FALSE,192,18.4315148299117,FALSE,27,FALSE
2010-07-12,14.9949028475836,FALSE,193,18.3154015952642,FALSE,27,FALSE
2010-07-13,17.276281005485,FALSE,194,18.277618057057,FALSE,27,FALSE
2010-07-14,20.3625820724101,FALSE,195,20.3842242796923,FALSE,27,FALSE
2010-07-15,16.7533541461907,FALSE,196,16.9378200422429,FALSE,27,FALSE
2010-07-16,16.7175887715376,FALSE,197,16.8494831161558,FALSE,27,FALSE
2010-07-17,13.2704938749506,FALSE,198,17.088601707919,FALSE,27,FALSE
2010-07-18,15.2528430352752,FALSE,199,16.1700989552141,FALSE,27,FALSE
2010-07-19,10.4965659469866,FALSE,200,18.2118005581155,FALSE,27,FALSE
2010-07-20,15.3494484941227,FALSE,201,17.2443755759117,FALSE,27,FALSE
2010-07-21,15.499104434164,FALSE,202,16.3301375620604,FALSE,27,FALSE
2010-07-22,14.2039560359894,FALSE,203,16.0116509606222,FALSE,27,FALSE
2010-07-23,14.9627161225965,FALSE,204,16.9900734942907,FALSE,27,FALSE
2010-07-24,13.9140608464466,FALSE,205,17.8939105871901,FALSE,27,FALSE
2010-07-25,14.5423701153086,FALSE,206,17.7336831823974,FALSE,27,FALSE
2010-07-26,16.4385829321372,FALSE,207,16.978314634397,FALSE,27,FALSE
2010-07-27,14.7122206535193,FALSE,208,17.0456402305722,FALSE,27,FALSE
2010-07-28,12.2884548816156,FALSE,209,15.9513591742868,FALSE,27,FALSE
2010-07-29,9.73181567406915,FALSE,210,14.9657839990567,FALSE,27,FALSE
2010-07-30,12.5365305527126,FALSE,211,16.7125770583851,FALSE,27,FALSE
2010-07-31,10.6419183744545,FALSE,212,13.9878627204877,FALSE,27,FALSE
2010-08-01,14.1737774035743,FALSE,213,14.5691141316981,FALSE,27,FALSE
2010-08-02,7.7196135082536,FALSE,214,12.9882415229495,FALSE,27,FALSE
2010-08-03,9.8519887974852,FALSE,215,11.9862755242544,FALSE,27,FALSE
2010-08-04,11.2801072492933,FALSE,216,11.4002628927058,FALSE,27,FALSE
2010-08-05,9.88824230353534,FALSE,217,12.980965703543,FALSE,27,FALSE
2010-08-06,8.73820749664013,FALSE,218,12.7491692905702,FALSE,27,FALSE
2010-08-07,9.10317115141017,FALSE,219,13.4494689750107,FALSE,27,FALSE
2010-08-08,10.7372348786319,FALSE,220,17.9748042630344,FALSE,27,FALSE
2010-08-09,11.0376352341844,FALSE,221,19.0787777548585,FALSE,27,FALSE
2010-08-10,10.340554362197,FALSE,222,22.1246391971597,FALSE,27,FALSE
2010-08-11,13.3437697549505,FALSE,223,19.9527965574465,FALSE,27,FALSE
2010-08-12,10.9244302536967,FALSE,224,19.0435261553065,FALSE,27,FALSE
2010-08-13,8.93756505078601,FALSE,225,18.2996848837552,FALSE,27,FALSE
2010-08-14,6.8315095205856,FALSE,226,16.1102755928213,FALSE,27,FALSE
2010-08-15,13.7825393780947,FALSE,227,14.8904939779205,FALSE,27,FALSE
2010-08-16,9.09671252413553,FALSE,228,13.8631189882666,FALSE,27,FALSE
2010-08-17,6.17537989446718,FALSE,229,11.5835256979319,FALSE,27,FALSE
2010-08-18,7.72375998444369,FALSE,230,8.35488905165011,FALSE,27,FALSE
2010-08-19,6.51345594266235,FALSE,231,10.5790292820211,FALSE,27,FALSE
2010-08-20,6.42910335334059,FALSE,232,8.44650512084615,FALSE,27,FALSE
2010-08-21,4.93266355525536,FALSE,233,8.73332009353167,FALSE,27,FALSE
2010-08-22,6.85949083799892,FALSE,234,7.93458624181231,FALSE,27,FALSE
2010-08-23,7.09529979210054,FALSE,235,8.57165962793899,FALSE,27,FALSE
2010-08-24,4.13819675309908,FALSE,236,8.93158062622919,FALSE,27,FALSE
2010-08-25,-0.331530382139642,TRUE,237,8.19202382643902,FALSE,27,TRUE
2010-08-26,11.6356781086694,TRUE,238,9.49964410586125,TRUE,28,TRUE
2010-08-27,14.6096990945354,TRUE,239,9.93516333074103,TRUE,28,TRUE
2010-08-28,13.0434699606029,TRUE,240,13.0799647274632,FALSE,29,TRUE
2010-08-29,5.67213890462181,TRUE,241,8.69134990166634,FALSE,29,TRUE
2010-08-30,6.24898248124369,FALSE,242,8.28133990256972,FALSE,29,FALSE
2010-08-31,3.10046151845644,FALSE,243,8.50951421962195,FALSE,29,FALSE
2010-09-01,6.59771829563851,FALSE,244,7.95396156807895,FALSE,29,FALSE
2010-09-02,6.49807878788916,FALSE,245,8.60483944301828,FALSE,29,FALSE
2010-09-03,5.45413474995527,FALSE,246,7.01072938913969,FALSE,29,FALSE
2010-09-04,7.56153181646094,FALSE,247,7.81280823918896,FALSE,29,FALSE
2010-09-05,5.55770579513641,FALSE,248,5.79828632354762,FALSE,29,FALSE
2010-09-06,5.18493063212269,FALSE,249,6.37044152441593,FALSE,29,FALSE
2010-09-07,5.1053774720426,FALSE,250,5.64327743621759,FALSE,29,FALSE
2010-09-08,5.36189498739158,FALSE,251,7.90457682715182,FALSE,29,FALSE
2010-09-09,6.5326799728401,FALSE,252,6.63258510135935,FALSE,29,FALSE
2010-09-10,5.24685832926154,FALSE,253,6.0398408268996,FALSE,29,FALSE
2010-09-11,5.60455543757888,FALSE,254,5.66233210962953,FALSE,29,FALSE
2010-09-12,1.94671071877027,FALSE,255,6.21789504023754,FALSE,29,FALSE
2010-09-13,3.42536047030281,FALSE,256,5.51451480001538,FALSE,29,FALSE
2010-09-14,7.07276502890224,FALSE,257,7.11636050097448,FALSE,29,FALSE
2010-09-15,1.62903152958963,FALSE,258,5.76763758538159,FALSE,29,FALSE
2010-09-16,4.55649761283971,FALSE,259,6.42284601163036,FALSE,29,FALSE
2010-09-17,4.81935835778059,FALSE,260,7.48396576610614,FALSE,29,FALSE
2010-09-18,5.93537863159512,FALSE,261,6.08872559097124,FALSE,29,FALSE
2010-09-19,3.2658181485477,FALSE,262,7.48645254823806,FALSE,29,FALSE
2010-09-20,4.2659514953177,FALSE,263,7.42198174448768,FALSE,29,FALSE
2010-09-21,0.412593798174378,FALSE,264,6.98415911100604,FALSE,29,FALSE
2010-09-22,4.61191469711845,FALSE,265,4.85644307592338,FALSE,29,FALSE
2010-09-23,2.60236377673373,FALSE,266,8.17828998308216,FALSE,29,FALSE
2010-09-24,3.46405784841645,FALSE,267,6.25396105049104,FALSE,29,FALSE
2010-09-25,1.57669364936308,FALSE,268,6.18336497641026,FALSE,29,FALSE
2010-09-26,4.73791012119963,FALSE,269,5.65320616327048,FALSE,29,FALSE
2010-09-27,5.32187877650463,FALSE,270,5.41743466149589,FALSE,29,FALSE
2010-09-28,3.40495677233671,FALSE,271,6.9411204079752,FALSE,29,FALSE
2010-09-29,7.69437234662952,FALSE,272,6.8093977586783,TRUE,30,FALSE
2010-09-30,5.42024871373953,FALSE,273,5.85742299161628,FALSE,31,FALSE
2010-10-01,6.01569920702365,FALSE,274,6.00627728100066,TRUE,32,FALSE
2010-10-02,8.26097587401537,FALSE,275,6.88373203367012,TRUE,32,FALSE
2010-10-03,2.90801483806093,FALSE,276,5.01610074872359,FALSE,33,FALSE
2010-10-04,5.87979120799052,FALSE,277,6.90628033612687,FALSE,33,FALSE
2010-10-05,6.29216247893846,FALSE,278,7.55214257095138,FALSE,33,FALSE
2010-10-06,4.36714344280439,FALSE,279,5.6988756081831,FALSE,33,FALSE
2010-10-07,5.08200372381383,FALSE,280,7.95529827623534,FALSE,33,FALSE
2010-10-08,2.48849227395867,FALSE,281,8.3762182533727,FALSE,33,FALSE
2010-10-09,5.5244223060913,FALSE,282,5.7514093476947,FALSE,33,FALSE
2010-10-10,3.25770088857249,FALSE,283,6.16587806745522,FALSE,33,FALSE
2010-10-11,6.36605230632009,FALSE,284,5.3300445087237,TRUE,34,FALSE
2010-10-12,3.198246677218,FALSE,285,6.58049552712077,FALSE,35,FALSE
2010-10-13,5.5455860731975,FALSE,286,6.62395684098993,FALSE,35,FALSE
2010-10-14,3.30257314275696,FALSE,287,8.29314549097892,FALSE,35,FALSE
2010-10-15,4.59594613738454,FALSE,288,4.80673318272732,FALSE,35,FALSE
2010-10-16,2.07651645360367,FALSE,289,7.96761815415403,FALSE,35,FALSE
2010-10-17,5.53665287313341,FALSE,290,9.33736521979997,FALSE,35,FALSE
2010-10-18,7.35089001084109,FALSE,291,7.49447562669157,FALSE,35,FALSE
2010-10-19,5.84926400628552,FALSE,292,7.62664760081809,FALSE,35,FALSE
2010-10-20,2.05550238661494,FALSE,293,6.63169003422841,FALSE,35,FALSE
2010-10-21,4.45438997568273,FALSE,294,9.20233378551104,FALSE,35,FALSE
2010-10-22,9.11722317528904,FALSE,295,9.11801933621063,FALSE,35,FALSE
2010-10-23,9.53648929669813,FALSE,296,9.58370643416085,FALSE,35,FALSE
2010-10-24,3.68048680199049,FALSE,297,8.81373640303576,FALSE,35,FALSE
2010-10-25,5.41265503930311,FALSE,298,7.75009562936058,FALSE,35,FALSE
2010-10-26,6.97051255947368,FALSE,299,8.93958366379088,FALSE,35,FALSE
2010-10-27,7.02035317192952,FALSE,300,8.78921854724792,FALSE,35,FALSE
2010-10-28,5.34236559819306,FALSE,301,8.45699350675208,FALSE,35,FALSE
2010-10-29,4.71730247951474,FALSE,302,7.62183882937566,FALSE,35,FALSE
2010-10-30,6.38780716460723,FALSE,303,8.31792343817549,FALSE,35,FALSE
2010-10-31,8.89019319228476,FALSE,304,9.62554396347086,FALSE,35,FALSE
2010-11-01,7.04273546887228,FALSE,305,10.149677739789,FALSE,35,FALSE
2010-11-02,5.82321080284875,FALSE,306,8.36198118617682,FALSE,35,FALSE
2010-11-03,6.23907131482242,FALSE,307,10.0412806321656,FALSE,35,FALSE
2010-11-04,10.6038124038627,FALSE,308,8.01821587353881,TRUE,36,FALSE
2010-11-05,6.60886795946113,FALSE,309,9.24807345944882,FALSE,37,FALSE
2010-11-06,9.15734103695422,FALSE,310,10.2828856579937,FALSE,37,FALSE
2010-11-07,10.7029618163973,FALSE,311,9.24039560585638,TRUE,38,FALSE
2010-11-08,8.77562550428101,FALSE,312,8.87072039524989,FALSE,39,FALSE
2010-11-09,7.17375706141659,FALSE,313,11.6276450273102,FALSE,39,FALSE
2010-11-10,8.06613833848742,FALSE,314,10.4836039383703,FALSE,39,FALSE
2010-11-11,7.29046236626139,FALSE,315,11.2892415326922,FALSE,39,FALSE
2010-11-12,10.8591839108379,FALSE,316,11.5793020618055,FALSE,39,FALSE
2010-11-13,8.2331259143965,FALSE,317,12.1017546719783,FALSE,39,FALSE
2010-11-14,11.7603511935915,FALSE,318,11.3776948896243,TRUE,40,FALSE
2010-11-15,7.66489353316418,FALSE,319,10.839313130501,FALSE,41,FALSE
2010-11-16,7.62111871383999,FALSE,320,10.0491815258108,FALSE,41,FALSE
2010-11-17,9.32827313956741,FALSE,321,10.6937321764553,FALSE,41,FALSE
2010-11-18,9.21638628129122,FALSE,322,10.3878666709661,FALSE,41,FALSE
2010-11-19,8.28437728852563,FALSE,323,11.0048948750595,FALSE,41,FALSE
2010-11-20,6.25495902301078,FALSE,324,10.4859527533426,FALSE,41,FALSE
2010-11-21,9.60149170093414,FALSE,325,12.1130153542813,FALSE,41,FALSE
2010-11-22,8.23088179268731,FALSE,326,11.9877546392162,FALSE,41,FALSE
2010-11-23,11.9509430575782,FALSE,327,11.9545582465879,FALSE,41,FALSE
2010-11-24,8.00098866909932,FALSE,328,11.1942637444634,FALSE,41,FALSE
2010-11-25,12.2788621876573,FALSE,329,13.1677658403744,FALSE,41,FALSE
2010-11-26,8.84619623151863,FALSE,330,11.8872896369521,FALSE,41,FALSE
2010-11-27,10.8464094719233,FALSE,331,13.0822647618147,FALSE,41,FALSE
2010-11-28,12.1748199376372,FALSE,332,12.8850094315619,FALSE,41,FALSE
