"lat","lon","year","month","temperature"
29.5,77.5,1921,5,36.3638143853492
28.5,76.5,1921,6,27.8887602571232
29.5,76.5,1921,6,28.0281371967958
28.5,77.5,1921,6,27.6268911491494
29.5,77.5,1921,6,28.2827761432213
28.5,76.5,1921,7,24.2421049816785
29.5,76.5,1921,7,24.3814819213511
28.5,77.5,1921,7,23.9802358737046
29.5,77.5,1921,7,24.6361208677766
28.5,76.5,1921,8,19.9852810074173
29.5,76.5,1921,8,20.1246579470899
28.5,77.5,1921,8,19.7234118994434
29.5,77.5,1921,8,20.3792968935154
28.5,76.5,1921,9,17.5739543255009
29.5,76.5,1921,9,17.7133312651735
28.5,77.5,1921,9,17.3120852175271
29.5,77.5,1921,9,17.967970211599
28.5,76.5,1921,10,19.2909704053943
29.5,76.5,1921,10,19.4303473450669
28.5,77.5,1921,10,19.0291012974205
29.5,77.5,1921,10,19.6849862914924
28.5,76.5,1921,11,22.2083510735026
29.5,76.5,1921,11,22.3477280131753
28.5,77.5,1921,11,21.9464819655288
29.5,77.5,1921,11,22.6023669596007
28.5,76.5,1921,12,27.1195629144803
29.5,76.5,1921,12,27.2589398541529
28.5,77.5,1921,12,26.8576938065065
29.5,77.5,1921,12,27.5135788005784
28.5,76.5,1922,1,32.1913123727972
29.5,76.5,1922,1,32.3306893124698
28.5,77.5,1922,1,31.9294432648234
29.5,77.5,1922,1,32.5853282588953
28.5,76.5,1922,2,34.6210312341599
29.5,76.5,1922,2,34.7604081738325
28.5,77.5,1922,2,34.3591621261861
29.5,77.5,1922,2,35.015047120258
28.5,76.5,1922,3,38.2522325167109
29.5,76.5,1922,3,38.3916094563835
28.5,77.5,1922,3,37.990363408737
29.5,77.5,1922,3,38.646248402809
28.5,76.5,1922,4,37.4664630348028
29.5,76.5,1922,4,37.6058399744755
28.5,77.5,1922,4,37.204593926829
29.5,77.5,1922,4,37.8604789209009
28.5,76.5,1922,5,32.5891828192888
29.5,76.5,1922,5,32.7285597589615
28.5,77.5,1922,5,32.327313711315
29.5,77.5,1922,5,32.9831987053869
28.5,76.5,1922,6,29.7297093423853
29.5,76.5,1922,6,29.8690862820579
28.5,77.5,1922,6,29.4678402344115
29.5,77.5,1922,6,30.1237252284834
28.5,76.5,1922,7,25.0216044167315
29.5,76.5,1922,7,25.1609813564041
28.5,77.5,1922,7,24.7597353087576
29.5,77.5,1922,7,25.4156203028296
28.5,76.5,1922,8,20.6710445781319
29.5,76.5,1922,8,20.8104215178045
28.5,77.5,1922,8,20.4091754701581
29.5,77.5,1922,8,21.06506046423
28.5,76.5,1922,9,20.3457517083679
29.5,76.5,1922,9,20.4851286480405
28.5,77.5,1922,9,20.0838826003941
29.5,77.5,1922,9,20.739767594466
28.5,76.5,1922,10,22.2741789177441
29.5,76.5,1922,10,22.4135558574167
28.5,77.5,1922,10,22.0123098097703
29.5,77.5,1922,10,22.6681948038422
28.5,76.5,1922,11,26.2201788168462
29.5,76.5,1922,11,26.3595557565188
28.5,77.5,1922,11,25.9583097088724
29.5,77.5,1922,11,26.6141947029443
28.5,76.5,1922,12,31.2324973405559
29.5,76.5,1922,12,31.3718742802286
28.5,77.5,1922,12,30.9706282325821
29.5,77.5,1922,12,31.626513226654
28.5,76.5,1923,1,36.0786213341068
29.5,76.5,1923,1,36.2179982737794
28.5,77.5,1923,1,35.8167522261329
29.5,77.5,1923,1,36.4726372202049
28.5,76.5,1923,2,38.9079545311445
29.5,76.5,1923,2,39.0473314708171
28.5,77.5,1923,2,38.6460854231707
29.5,77.5,1923,2,39.3019704172426
28.5,76.5,1923,3,39.4566868450203
29.5,76.5,1923,3,39.5960637846929
28.5,77.5,1923,3,39.1948177370464
29.5,77.5,1923,3,39.8507027311184
28.5,76.5,1923,4,37.5533226891698
29.5,76.5,1923,4,37.6926996288424
28.5,77.5,1923,4,37.291453581196
29.5,77.5,1923,4,37.9473385752679
28.5,76.5,1923,5,33.1782145616188
29.5,76.5,1923,5,33.3175915012914
28.5,77.5,1923,5,32.9163454536449
29.5,77.5,1923,5,33.5722304477169
28.5,76.5,1923,6,28.3338497488758
29.5,76.5,1923,6,28.4732266885485
28.5,77.5,1923,6,28.071980640902
29.5,77.5,1923,6,28.727865634974
28.5,76.5,1923,7,22.1586559729717
29.5,76.5,1923,7,22.2980329126443
28.5,77.5,1923,7,21.8967868649979
29.5,77.5,1923,7,22.5526718590698
28.5,76.5,1923,8,21.914908449873
29.5,76.5,1923,8,22.0542853895456
28.5,77.5,1923,8,21.6530393418991
29.5,77.5,1923,8,22.3089243359711
28.5,76.5,1923,9,21.4722736361245
29.5,76.5,1923,9,21.6116505757971
28.5,77.5,1923,9,21.2104045281507
29.5,77.5,1923,9,21.8662895222226
28.5,76.5,1923,10,20.5534015895144
29.5,76.5,1923,10,20.692778529187
28.5,77.5,1923,10,20.2915324815406
29.5,77.5,1923,10,20.9474174756125
28.5,76.5,1923,11,23.7231533195845
29.5,76.5,1923,11,23.8625302592571
28.5,77.5,1923,11,23.4612842116107
29.5,77.5,1923,11,24.1171692056826
28.5,76.5,1923,12,28.352727312931
29.5,76.5,1923,12,28.4921042526036
28.5,77.5,1923,12,28.0908582049571
29.5,77.5,1923,12,28.746743199029
28.5,76.5,1924,1,34.6268162752903
29.5,76.5,1924,1,34.7661932149629
28.5,77.5,1924,1,34.3649471673164
29.5,77.5,1924,1,35.0208321613884
28.5,76.5,1924,2,38.0159226687805
29.5,76.5,1924,2,38.1552996084531
28.5,77.5,1924,2,37.7540535608066
29.5,77.5,1924,2,38.4099385548786
28.5,76.5,1924,3,39.5974051408835
29.5,76.5,1924,3,39.7367820805561
28.5,77.5,1924,3,39.3355360329096
29.5,77.5,1924,3,39.9914210269816
28.5,76.5,1924,4,38.0648627614841
29.5,76.5,1924,4,38.2042397011567
28.5,77.5,1924,4,37.8029936535103
29.5,77.5,1924,4,38.4588786475822
28.5,76.5,1924,5,34.2721424309624
29.5,76.5,1924,5,34.411519370635
28.5,77.5,1924,5,34.0102733229885
29.5,77.5,1924,5,34.6661583170605
28.5,76.5,1924,6,30.8868299449229
29.5,76.5,1924,6,31.0262068845955
28.5,77.5,1924,6,30.624960836949
29.5,77.5,1924,6,31.280845831021
28.5,76.5,1924,7,24.9427945296907
29.5,76.5,1924,7,25.0821714693633
28.5,77.5,1924,7,24.6809254217169
29.5,77.5,1924,7,25.3368104157888
28.5,76.5,1924,8,22.8072091508136
29.5,76.5,1924,8,22.9465860904862
28.5,77.5,1924,8,22.5453400428398
29.5,77.5,1924,8,23.2012250369117
28.5,76.5,1924,9,18.7043962936466
29.5,76.5,1924,9,18.8437732333193
28.5,77.5,1924,9,18.4425271856728
29.5,77.5,1924,9,19.0984121797447
28.5,76.5,1924,10,20.946741983435
29.5,76.5,1924,10,21.0861189231076
28.5,77.5,1924,10,20.6848728754612
29.5,77.5,1924,10,21.3407578695331
28.5,76.5,1924,11,24.5960444509093
29.5,76.5,1924,11,24.7354213905819
28.5,77.5,1924,11,24.3341753429354
29.5,77.5,1924,11,24.9900603370074
28.5,76.5,1924,12,29.7003782985664
29.5,76.5,1924,12,29.8397552382391
28.5,77.5,1924,12,29.4385091905926
29.5,77.5,1924,12,30.0943941846645
28.5,76.5,1925,1,34.9598161039798
29.5,76.5,1925,1,35.0991930436524
28.5,77.5,1925,1,34.697946996006
29.5,77.5,1925,1,35.3538319900779
28.5,76.5,1925,2,37.7177773020292
29.5,76.5,1925,2,37.8571542417019
28.5,77.5,1925,2,37.4559081940554
29.5,77.5,1925,2,38.1117931881273
28.5,76.5,1925,3,38.7194868436357
29.5,76.5,1925,3,38.8588637833083
28.5,77.5,1925,3,38.4576177356619
29.5,77.5,1925,3,39.1135027297338
28.5,76.5,1925,4,36.3548774298254
29.5,76.5,1925,4,36.494254369498
28.5,77.5,1925,4,36.0930083218516
29.5,77.5,1925,4,36.7488933159235
28.5,76.5,1925,5,32.016246308946
29.5,76.5,1925,5,32.1556232486187
28.5,77.5,1925,5,31.7543772009722
29.5,77.5,1925,5,32.4102621950441
28.5,76.5,1925,6,28.2600039005808
29.5,76.5,1925,6,28.3993808402535
28.5,77.5,1925,6,27.998134792607
29.5,77.5,1925,6,28.654019786679
28.5,76.5,1925,7,24.1802758202319
29.5,76.5,1925,7,24.3196527599045
28.5,77.5,1925,7,23.9184067122581
29.5,77.5,1925,7,24.57429170633
28.5,76.5,1925,8,20.5983382718995
29.5,76.5,1925,8,20.7377152115721
28.5,77.5,1925,8,20.3364691639257
29.5,77.5,1925,8,20.9923541579976
28.5,76.5,1925,9,20.3490980928301
29.5,76.5,1925,9,20.4884750325027
28.5,77.5,1925,9,20.0872289848563
29.5,77.5,1925,9,20.7431139789282
28.5,76.5,1925,10,23.6969281861344
29.5,76.5,1925,10,23.836305125807
28.5,77.5,1925,10,23.4350590781605
29.5,77.5,1925,10,24.0909440722325
28.5,76.5,1925,11,25.5130936806475
29.5,76.5,1925,11,25.6524706203201
28.5,77.5,1925,11,25.2512245726737
29.5,77.5,1925,11,25.9071095667456
28.5,76.5,1925,12,27.2252753031477
29.5,76.5,1925,12,27.3646522428203
28.5,77.5,1925,12,26.9634061951738
29.5,77.5,1925,12,27.6192911892458
28.5,76.5,1926,1,34.2308731567714
29.5,76.5,1926,1,34.370250096444
28.5,77.5,1926,1,33.9690040487976
29.5,77.5,1926,1,34.6248890428695
28.5,76.5,1926,2,37.0369587623365
29.5,76.5,1926,2,37.1763357020091
28.5,77.5,1926,2,36.7750896543626
29.5,77.5,1926,2,37.4309746484346
28.5,76.5,1926,3,37.8900342404625
29.5,76.5,1926,3,38.0294111801351
28.5,77.5,1926,3,37.6281651324887
29.5,77.5,1926,3,38.2840501265606
28.5,76.5,1926,4,38.3149819712861
29.5,76.5,1926,4,38.4543589109587
28.5,77.5,1926,4,38.0531128633122
29.5,77.5,1926,4,38.7089978573842
28.5,76.5,1926,5,34.1415308971319
29.5,76.5,1926,5,34.2809078368045
28.5,77.5,1926,5,33.8796617891581
29.5,77.5,1926,5,34.53554678323
28.5,76.5,1926,6,27.7108790291018
29.5,76.5,1926,6,27.8502559687744
28.5,77.5,1926,6,27.449009921128
29.5,77.5,1926,6,28.1048949151999
28.5,76.5,1926,7,23.5353133386882
29.5,76.5,1926,7,23.6746902783608
28.5,77.5,1926,7,23.2734442307143
29.5,77.5,1926,7,23.9293292247863
28.5,76.5,1926,8,19.9858860759698
29.5,76.5,1926,8,20.1252630156424
28.5,77.5,1926,8,19.7240169679959
29.5,77.5,1926,8,20.3799019620679
28.5,76.5,1926,9,18.8866228368965
29.5,76.5,1926,9,19.0259997765691
28.5,77.5,1926,9,18.6247537289226
29.5,77.5,1926,9,19.2806387229946
28.5,76.5,1926,10,20.8264778911732
29.5,76.5,1926,10,20.9658548308458
28.5,77.5,1926,10,20.5646087831994
29.5,77.5,1926,10,21.2204937772713
28.5,76.5,1926,11,23.9400688647878
29.5,76.5,1926,11,24.0794458044604
28.5,77.5,1926,11,23.6781997568139
29.5,77.5,1926,11,24.3340847508859
28.5,76.5,1926,12,29.8305149226234
29.5,76.5,1926,12,29.969891862296
28.5,77.5,1926,12,29.5686458146495
29.5,77.5,1926,12,30.2245308087215
28.5,76.5,1927,1,34.3273468249196
29.5,76.5,1927,1,34.4667237645923
28.5,77.5,1927,1,34.0654777169458
29.5,77.5,1927,1,34.7213627110177
28.5,76.5,1927,2,38.3488222350231
29.5,76.5,1927,2,38.4881991746957
28.5,77.5,1927,2,38.0869531270493
29.5,77.5,1927,2,38.7428381211212
28.5,76.5,1927,3,40.8237694796146
29.5,76.5,1927,3,40.9631464192872
28.5,77.5,1927,3,40.5619003716407
29.5,77.5,1927,3,41.2177853657127
28.5,76.5,1927,4,39.3715552601418
29.5,76.5,1927,4,39.5109321998144
28.5,77.5,1927,4,39.109686152168
29.5,77.5,1927,4,39.7655711462399
28.5,76.5,1927,5,34.7308845762691
29.5,76.5,1927,5,34.8702615159417
28.5,77.5,1927,5,34.4690154682952
29.5,77.5,1927,5,35.1249004623672
28.5,76.5,1927,6,30.9127216334309
29.5,76.5,1927,6,31.0520985731035
28.5,77.5,1927,6,30.650852525457
29.5,77.5,1927,6,31.306737519529
28.5,76.5,1927,7,26.4358593527412
29.5,76.5,1927,7,26.5752362924138
28.5,77.5,1927,7,26.1739902447673
29.5,77.5,1927,7,26.8298752388393
28.5,76.5,1927,8,22.5557596707381
29.5,76.5,1927,8,22.6951366104107
28.5,77.5,1927,8,22.2938905627643
29.5,77.5,1927,8,22.9497755568362
28.5,76.5,1927,9,20.7129080528113
29.5,76.5,1927,9,20.852284992484
28.5,77.5,1927,9,20.4510389448375
29.5,77.5,1927,9,21.1069239389094
28.5,76.5,1927,10,20.7112252481233
29.5,76.5,1927,10,20.8506021877959
28.5,77.5,1927,10,20.4493561401494
29.5,77.5,1927,10,21.1052411342214
28.5,76.5,1927,11,25.9532922553447
29.5,76.5,1927,11,26.0926691950173
28.5,77.5,1927,11,25.6914231473709
29.5,77.5,1927,11,26.3473081414428
28.5,76.5,1927,12,29.5496855941584
29.5,76.5,1927,12,29.689062533831
28.5,77.5,1927,12,29.2878164861845
29.5,77.5,1927,12,29.9437014802565
28.5,76.5,1928,1,37.053032693643
29.5,76.5,1928,1,37.1924096333157
28.5,77.5,1928,1,36.7911635856692
29.5,77.5,1928,1,37.4470485797411
28.5,76.5,1928,2,41.4300281509806
29.5,76.5,1928,2,41.5694050906532
28.5,77.5,1928,2,41.1681590430067
29.5,77.5,1928,2,41.8240440370787
28.5,76.5,1928,3,41.0782457824892
29.5,76.5,1928,3,41.2176227221619
28.5,77.5,1928,3,40.8163766745154
29.5,77.5,1928,3,41.4722616685873
28.5,76.5,1928,4,37.7751181724979
29.5,76.5,1928,4,37.9144951121705
28.5,77.5,1928,4,37.5132490645241
29.5,77.5,1928,4,38.169134058596
28.5,76.5,1928,5,33.3164523498811
29.5,76.5,1928,5,33.4558292895537
28.5,77.5,1928,5,33.0545832419072
29.5,77.5,1928,5,33.7104682359792
28.5,76.5,1928,6,28.9985536064446
29.5,76.5,1928,6,29.1379305461172
28.5,77.5,1928,6,28.7366844984707
29.5,77.5,1928,6,29.3925694925427
28.5,76.5,1928,7,23.80392365524
29.5,76.5,1928,7,23.9433005949126
28.5,77.5,1928,7,23.5420545472662
29.5,77.5,1928,7,24.1979395413381
28.5,76.5,1928,8,19.9062707815505
29.5,76.5,1928,8,20.0456477212231
28.5,77.5,1928,8,19.6444016735766
29.5,77.5,1928,8,20.3002866676486
28.5,76.5,1928,9,17.699594356447
29.5,76.5,1928,9,17.8389712961196
28.5,77.5,1928,9,17.4377252484732
29.5,77.5,1928,9,18.0936102425451
28.5,76.5,1928,10,19.6074910517812
29.5,76.5,1928,10,19.7468679914538
28.5,77.5,1928,10,19.3456219438074
29.5,77.5,1928,10,20.0015069378793
28.5,76.5,1928,11,22.721183435955
29.5,76.5,1928,11,22.8605603756276
28.5,77.5,1928,11,22.4593143279811
29.5,77.5,1928,11,23.1151993220531
28.5,76.5,1928,12,26.3340014831953
29.5,76.5,1928,12,26.473378422868
28.5,77.5,1928,12,26.0721323752215
29.5,77.5,1928,12,26.7280173692934
28.5,76.5,1929,1,32.0473508111
29.5,76.5,1929,1,32.1867277507726
28.5,77.5,1929,1,31.7854817031262
29.5,77.5,1929,1,32.4413666971981
28.5,76.5,1929,2,37.6950822009054
29.5,76.5,1929,2,37.834459140578
28.5,77.5,1929,2,37.4332130929316
29.5,77.5,1929,2,38.0890980870035
28.5,76.5,1929,3,38.4345022882347
29.5,76.5,1929,3,38.5738792279073
28.5,77.5,1929,3,38.1726331802608
29.5,77.5,1929,3,38.8285181743328
28.5,76.5,1929,4,38.1549343429833
29.5,76.5,1929,4,38.294311282656
28.5,77.5,1929,4,37.8930652350095
29.5,77.5,1929,4,38.5489502290814
28.5,76.5,1929,5,32.4601706786645
29.5,76.5,1929,5,32.5995476183371
28.5,77.5,1929,5,32.1983015706906
29.5,77.5,1929,5,32.8541865647626
28.5,76.5,1929,6,28.1146497940974
29.5,76.5,1929,6,28.25402673377
28.5,77.5,1929,6,27.8527806861235
29.5,77.5,1929,6,28.5086656801955
28.5,76.5,1929,7,24.1977002667187
29.5,76.5,1929,7,24.3370772063913
28.5,77.5,1929,7,23.9358311587448
29.5,77.5,1929,7,24.5917161528168
28.5,76.5,1929,8,20.925771902315
29.5,76.5,1929,8,21.0651488419876
28.5,77.5,1929,8,20.6639027943411
29.5,77.5,1929,8,21.3197877884131
28.5,76.5,1929,9,19.5848487426025
29.5,76.5,1929,9,19.7242256822751
28.5,77.5,1929,9,19.3229796346286
29.5,77.5,1929,9,19.9788646287006
28.5,76.5,1929,10,20.0286297432788
29.5,76.5,1929,10,20.1680066829514
28.5,77.5,1929,10,19.7667606353049
29.5,77.5,1929,10,20.4226456293769
28.5,76.5,1929,11,22.9009067989617
29.5,76.5,1929,11,23.0402837386343
28.5,77.5,1929,11,22.6390376909879
29.5,77.5,1929,11,23.2949226850598
28.5,76.5,1929,12,27.2192112761792
29.5,76.5,1929,12,27.3585882158518
28.5,77.5,1929,12,26.9573421682054
29.5,77.5,1929,12,27.6132271622773
28.5,76.5,1930,1,33.1807244277558
29.5,76.5,1930,1,33.3201013674284
28.5,77.5,1930,1,32.918855319782
29.5,77.5,1930,1,33.5747403138539
28.5,76.5,1930,2,36.1401409030042
29.5,76.5,1930,2,36.2795178426768
28.5,77.5,1930,2,35.8782717950304
29.5,77.5,1930,2,36.5341567891023
28.5,76.5,1930,3,37.6080849321832
29.5,76.5,1930,3,37.7474618718558
28.5,77.5,1930,3,37.3462158242094
29.5,77.5,1930,3,38.0021008182813
28.5,76.5,1930,4,36.6270161120445
29.5,76.5,1930,4,36.7663930517171
28.5,77.5,1930,4,36.3651470040707
29.5,77.5,1930,4,37.0210319981426
28.5,76.5,1930,5,35.7023133963269
29.5,76.5,1930,5,35.8416903359995
28.5,77.5,1930,5,35.440444288353
29.5,77.5,1930,5,36.096329282425
28.5,76.5,1930,6,29.3490699012897
29.5,76.5,1930,6,29.4884468409623
28.5,77.5,1930,6,29.0872007933158
29.5,77.5,1930,6,29.7430857873878
28.5,76.5,1930,7,24.6023275730437
29.5,76.5,1930,7,24.7417045127164
28.5,77.5,1930,7,24.3404584650699
29.5,77.5,1930,7,24.9963434591419
28.5,76.5,1930,8,20.9055172709864
29.5,76.5,1930,8,21.044894210659
28.5,77.5,1930,8,20.6436481630126
29.5,77.5,1930,8,21.2995331570845
28.5,76.5,1930,9,18.2964565698705
29.5,76.5,1930,9,18.4358335095431
28.5,77.5,1930,9,18.0345874618966
29.5,77.5,1930,9,18.6904724559686
28.5,76.5,1930,10,19.9436719462577
29.5,76.5,1930,10,20.0830488859303
28.5,77.5,1930,10,19.6818028382838
29.5,77.5,1930,10,20.3376878323558
28.5,76.5,1930,11,25.6078383660974
29.5,76.5,1930,11,25.74721530577
28.5,77.5,1930,11,25.3459692581235
29.5,77.5,1930,11,26.0018542521955
28.5,76.5,1930,12,30.6189296288816
29.5,76.5,1930,12,30.7583065685542
28.5,77.5,1930,12,30.3570605209077
29.5,77.5,1930,12,31.0129455149797
28.5,76.5,1931,1,35.1336590292486
29.5,76.5,1931,1,35.2730359689212
28.5,77.5,1931,1,34.8717899212747
29.5,77.5,1931,1,35.5276749153467
28.5,76.5,1931,2,37.9466750021141
29.5,76.5,1931,2,38.0860519417867
28.5,77.5,1931,2,37.6848058941403
29.5,77.5,1931,2,38.3406908882122
28.5,76.5,1931,3,36.8215776582413
29.5,76.5,1931,3,36.9609545979139
28.5,77.5,1931,3,36.5597085502675
29.5,77.5,1931,3,37.2155935443394
28.5,76.5,1931,4,37.8248270344143
29.5,76.5,1931,4,37.9642039740869
28.5,77.5,1931,4,37.5629579264405
29.5,77.5,1931,4,38.2188429205124
28.5,76.5,1931,5,32.4603974583603
29.5,76.5,1931,5,32.5997743980329
28.5,77.5,1931,5,32.1985283503864
29.5,77.5,1931,5,32.8544133444584
28.5,76.5,1931,6,29.0789972335971
29.5,76.5,1931,6,29.2183741732697
28.5,77.5,1931,6,28.8171281256232
29.5,77.5,1931,6,29.4730131196952
28.5,76.5,1931,7,26.4535443687473
29.5,76.5,1931,7,26.59292130842
28.5,77.5,1931,7,26.1916752607735
29.5,77.5,1931,7,26.8475602548454
28.5,76.5,1931,8,20.194822535766
29.5,76.5,1931,8,20.3341994754386
28.5,77.5,1931,8,19.9329534277921
29.5,77.5,1931,8,20.5888384218641
28.5,76.5,1931,9,19.871208892144
29.5,76.5,1931,9,20.0105858318166
28.5,77.5,1931,9,19.6093397841701
29.5,77.5,1931,9,20.2652247782421
28.5,76.5,1931,10,20.6642560556872
29.5,76.5,1931,10,20.8036329953598
28.5,77.5,1931,10,20.4023869477133
29.5,77.5,1931,10,21.0582719417853
28.5,76.5,1931,11,22.4249548106724
29.5,76.5,1931,11,22.5643317503451
28.5,77.5,1931,11,22.1630857026986
29.5,77.5,1931,11,22.8189706967706
28.5,76.5,1931,12,26.3545934473935
29.5,76.5,1931,12,26.4939703870661
28.5,77.5,1931,12,26.0927243394196
29.5,77.5,1931,12,26.7486093334916
28.5,76.5,1932,1,30.6085344056747
29.5,76.5,1932,1,30.7479113453473
28.5,77.5,1932,1,30.3466652977008
29.5,77.5,1932,1,31.0025502917728
28.5,76.5,1932,2,35.106308600173
29.5,76.5,1932,2,35.2456855398456
28.5,77.5,1932,2,34.8444394921991
29.5,77.5,1932,2,35.5003244862711
28.5,76.5,1932,3,35.8319477809302
29.5,76.5,1932,3,35.9713247206028
28.5,77.5,1932,3,35.5700786729563
29.5,77.5,1932,3,36.2259636670283
28.5,76.5,1932,4,36.7037445795016
29.5,76.5,1932,4,36.8431215191742
28.5,77.5,1932,4,36.4418754715278
29.5,77.5,1932,4,37.0977604655997
28.5,76.5,1932,5,36.0654467991532
29.5,76.5,1932,5,36.2048237388259
28.5,77.5,1932,5,35.8035776911794
29.5,77.5,1932,5,36.4594626852514
28.5,76.5,1932,6,28.8144532537778
29.5,76.5,1932,6,28.9538301934505
28.5,77.5,1932,6,28.552584145804
29.5,77.5,1932,6,29.208469139876
28.5,76.5,1932,7,24.953980314765
29.5,76.5,1932,7,25.0933572544376
28.5,77.5,1932,7,24.6921112067912
29.5,77.5,1932,7,25.3479962008631
28.5,76.5,1932,8,21.9554065857438
29.5,76.5,1932,8,22.0947835254165
28.5,77.5,1932,8,21.69353747777
29.5,77.5,1932,8,22.3494224718419
28.5,76.5,1932,9,20.4888612144212
29.5,76.5,1932,9,20.6282381540938
28.5,77.5,1932,9,20.2269921064473
29.5,77.5,1932,9,20.8828771005193
28.5,76.5,1932,10,20.144232506404
29.5,76.5,1932,10,20.2836094460766
28.5,77.5,1932,10,19.8823633984302
29.5,77.5,1932,10,20.5382483925021
28.5,76.5,1932,11,23.8609705441204
29.5,76.5,1932,11,24.000347483793
28.5,77.5,1932,11,23.5991014361465
29.5,77.5,1932,11,24.2549864302185
28.5,76.5,1932,12,28.702129669796
29.5,76.5,1932,12,28.8415066094686
28.5,77.5,1932,12,28.4402605618222
29.5,77.5,1932,12,29.0961455558941
28.5,76.5,1933,1,34.6192869872703
29.5,76.5,1933,1,34.7586639269429
28.5,77.5,1933,1,34.3574178792965
29.5,77.5,1933,1,35.0133028733684
28.5,76.5,1933,2,37.7077214684101
29.5,76.5,1933,2,37.8470984080827
28.5,77.5,1933,2,37.4458523604362
29.5,77.5,1933,2,38.1017373545082
28.5,76.5,1933,3,40.3240702678903
29.5,76.5,1933,3,40.4634472075629
28.5,77.5,1933,3,40.0622011599164
29.5,77.5,1933,3,40.7180861539884
28.5,76.5,1933,4,38.1288209147863
29.5,76.5,1933,4,38.2681978544589
28.5,77.5,1933,4,37.8669518068124
29.5,77.5,1933,4,38.5228368008844
28.5,76.5,1933,5,35.6684156303884
29.5,76.5,1933,5,35.807792570061
28.5,77.5,1933,5,35.4065465224146
29.5,77.5,1933,5,36.0624315164865
28.5,76.5,1933,6,28.8664587157619
29.5,76.5,1933,6,29.0058356554345
28.5,77.5,1933,6,28.604589607788
29.5,77.5,1933,6,29.26047460186
28.5,76.5,1933,7,22.5325106812755
29.5,76.5,1933,7,22.6718876209481
28.5,77.5,1933,7,22.2706415733017
29.5,77.5,1933,7,22.9265265673736
28.5,76.5,1933,8,23.4737220383799
29.5,76.5,1933,8,23.6130989780525
28.5,77.5,1933,8,23.2118529304061
29.5,77.5,1933,8,23.867737924478
28.5,76.5,1933,9,20.5057782854702
29.5,76.5,1933,9,20.6451552251428
28.5,77.5,1933,9,20.2439091774963
29.5,77.5,1933,9,20.8997941715683
28.5,76.5,1933,10,21.7271077888147
29.5,76.5,1933,10,21.8664847284873
28.5,77.5,1933,10,21.4652386808408
29.5,77.5,1933,10,22.1211236749128
28.5,76.5,1933,11,25.7227224503642
29.5,76.5,1933,11,25.8620993900368
28.5,77.5,1933,11,25.4608533423903
29.5,77.5,1933,11,26.1167383364623
