"","lat","lon","year","month","precipitation_mm"
"130",29.5,76.5,1922,9,80.7366569843326
"131",28.5,77.5,1922,9,80.7366569843326
"132",29.5,77.5,1922,9,80.7366569843326
"133",28.5,76.5,1922,10,65.6853201584881
"134",29.5,76.5,1922,10,65.6853201584881
"135",28.5,77.5,1922,10,65.6853201584881
"136",29.5,77.5,1922,10,65.6853201584881
"137",28.5,76.5,1922,11,92.083464957278
"138",29.5,76.5,1922,11,92.083464957278
"139",28.5,77.5,1922,11,92.083464957278
"140",29.5,77.5,1922,11,92.083464957278
"141",28.5,76.5,1922,12,93.8894557711608
"142",29.5,76.5,1922,12,93.8894557711608
"143",28.5,77.5,1922,12,93.8894557711608
"144",29.5,77.5,1922,12,93.8894557711608
"145",28.5,76.5,1923,1,120.157370271958
"146",29.5,76.5,1923,1,120.157370271958
"147",28.5,77.5,1923,1,120.157370271958
"148",29.5,77.5,1923,1,120.157370271958
"149",28.5,76.5,1923,2,93.6209558473338
"150",29.5,76.5,1923,2,93.6209558473338
"151",28.5,77.5,1923,2,93.6209558473338
"152",29.5,77.5,1923,2,93.6209558473338
"153",28.5,76.5,1923,3,117.158899429328
"154",29.5,76.5,1923,3,117.158899429328
"155",28.5,77.5,1923,3,117.158899429328
"156",29.5,77.5,1923,3,117.158899429328
"157",28.5,76.5,1923,4,85.9772570111152
"158",29.5,76.5,1923,4,85.9772570111152
"159",28.5,77.5,1923,4,85.9772570111152
"160",29.5,77.5,1923,4,85.9772570111152
"161",28.5,76.5,1923,5,42.6671266366152
"162",29.5,76.5,1923,5,42.6671266366152
"163",28.5,77.5,1923,5,42.6671266366152
"164",29.5,77.5,1923,5,42.6671266366152
"165",28.5,76.5,1923,6,50.6490206801765
"166",29.5,76.5,1923,6,50.6490206801765
"167",28.5,77.5,1923,6,50.6490206801765
"168",29.5,77.5,1923,6,50.6490206801765
"169",28.5,76.5,1923,7,48.0136795803652
"170",29.5,76.5,1923,7,48.0136795803652
"171",28.5,77.5,1923,7,48.0136795803652
"172",29.5,77.5,1923,7,48.0136795803652
"173",28.5,76.5,1923,8,24.6135358074613
"174",29.5,76.5,1923,8,24.6135358074613
"175",28.5,77.5,1923,8,24.6135358074613
"176",29.5,77.5,1923,8,24.6135358074613
"177",28.5,76.5,1923,9,54.6783315754398
"178",29.5,76.5,1923,9,54.6783315754398
"179",28.5,77.5,1923,9,54.6783315754398
"180",29.5,77.5,1923,9,54.6783315754398
"181",28.5,76.5,1923,10,96.8399664631294
"182",29.5,76.5,1923,10,96.8399664631294
"183",28.5,77.5,1923,10,96.8399664631294
"184",29.5,77.5,1923,10,96.8399664631294
"185",28.5,76.5,1923,11,120.507232298445
"186",29.5,76.5,1923,11,120.507232298445
"187",28.5,77.5,1923,11,120.507232298445
"188",29.5,77.5,1923,11,120.507232298445
"189",28.5,76.5,1923,12,141.754749698942
"190",29.5,76.5,1923,12,141.754749698942
"191",28.5,77.5,1923,12,141.754749698942
"192",29.5,77.5,1923,12,141.754749698942
"193",28.5,76.5,1924,1,129.431408941903
"194",29.5,76.5,1924,1,129.431408941903
"195",28.5,77.5,1924,1,129.431408941903
"196",29.5,77.5,1924,1,129.431408941903
"197",28.5,76.5,1924,2,123.730639548517
"198",29.5,76.5,1924,2,123.730639548517
"199",28.5,77.5,1924,2,123.730639548517
"200",29.5,77.5,1924,2,123.730639548517
"201",28.5,76.5,1924,3,115.777682990525
"202",29.5,76.5,1924,3,115.777682990525
"203",28.5,77.5,1924,3,115.777682990525
"204",29.5,77.5,1924,3,115.777682990525
"205",28.5,76.5,1924,4,67.242502795403
"206",29.5,76.5,1924,4,67.242502795403
"207",28.5,77.5,1924,4,67.242502795403
"208",29.5,77.5,1924,4,67.242502795403
"209",28.5,76.5,1924,5,40.7282990821236
"210",29.5,76.5,1924,5,40.7282990821236
"211",28.5,77.5,1924,5,40.7282990821236
"212",29.5,77.5,1924,5,40.7282990821236
"213",28.5,76.5,1924,6,51.4197983324818
"214",29.5,76.5,1924,6,51.4197983324818
"215",28.5,77.5,1924,6,51.4197983324818
"216",29.5,77.5,1924,6,51.4197983324818
"217",28.5,76.5,1924,7,36.9302121736783
"218",29.5,76.5,1924,7,36.9302121736783
"219",28.5,77.5,1924,7,36.9302121736783
"220",29.5,77.5,1924,7,36.9302121736783
"221",28.5,76.5,1924,8,56.6291417503037
"222",29.5,76.5,1924,8,56.6291417503037
"223",28.5,77.5,1924,8,56.6291417503037
"224",29.5,77.5,1924,8,56.6291417503037
"225",28.5,76.5,1924,9,114.585439222021
"226",29.5,76.5,1924,9,114.585439222021
"227",28.5,77.5,1924,9,114.585439222021
"228",29.5,77.5,1924,9,114.585439222021
"229",28.5,76.5,1924,10,99.930445609465
"230",29.5,76.5,1924,10,99.930445609465
"231",28.5,77.5,1924,10,99.930445609465
"232",29.5,77.5,1924,10,99.930445609465
"233",28.5,76.5,1924,11,112.846672990409
"234",29.5,76.5,1924,11,112.846672990409
"235",28.5,77.5,1924,11,112.846672990409
"236",29.5,77.5,1924,11,112.846672990409
"237",28.5,76.5,1924,12,124.342885330818
"238",29.5,76.5,1924,12,124.342885330818
"239",28.5,77.5,1924,12,124.342885330818
"240",29.5,77.5,1924,12,124.342885330818
"241",28.5,76.5,1925,1,116.894977859639
"242",29.5,76.5,1925,1,116.894977859639
"243",28.5,77.5,1925,1,116.894977859639
"244",29.5,77.5,1925,1,116.894977859639
"245",28.5,76.5,1925,2,112.480063204314
"246",29.5,76.5,1925,2,112.480063204314
"247",28.5,77.5,1925,2,112.480063204314
"248",29.5,77.5,1925,2,112.480063204314
"249",28.5,76.5,1925,3,95.3619730219137
"250",29.5,76.5,1925,3,95.3619730219137
"251",28.5,77.5,1925,3,95.3619730219137
"252",29.5,77.5,1925,3,95.3619730219137
"253",28.5,76.5,1925,4,105.781027077266
"254",29.5,76.5,1925,4,105.781027077266
"255",28.5,77.5,1925,4,105.781027077266
"256",29.5,77.5,1925,4,105.781027077266
"257",28.5,76.5,1925,5,86.0625124439764
"258",29.5,76.5,1925,5,86.0625124439764
"259",28.5,77.5,1925,5,86.0625124439764
"260",29.5,77.5,1925,5,86.0625124439764
"261",28.5,76.5,1925,6,51.6788009801614
"262",29.5,76.5,1925,6,51.6788009801614
"263",28.5,77.5,1925,6,51.6788009801614
"264",29.5,77.5,1925,6,51.6788009801614
"265",28.5,76.5,1925,7,75.9749710757218
"266",29.5,76.5,1925,7,75.9749710757218
"267",28.5,77.5,1925,7,75.9749710757218
"268",29.5,77.5,1925,7,75.9749710757218
"269",28.5,76.5,1925,8,87.7666690791741
"270",29.5,76.5,1925,8,87.7666690791741
"271",28.5,77.5,1925,8,87.7666690791741
"272",29.5,77.5,1925,8,87.7666690791741
"273",28.5,76.5,1925,9,108.002480313772
"274",29.5,76.5,1925,9,108.002480313772
"275",28.5,77.5,1925,9,108.002480313772
"276",29.5,77.5,1925,9,108.002480313772
"277",28.5,76.5,1925,10,121.114885657838
"278",29.5,76.5,1925,10,121.114885657838
"279",28.5,77.5,1925,10,121.114885657838
"280",29.5,77.5,1925,10,121.114885657838
"281",28.5,76.5,1925,11,106.117936773516
"282",29.5,76.5,1925,11,106.117936773516
"283",28.5,77.5,1925,11,106.117936773516
"284",29.5,77.5,1925,11,106.117936773516
"285",28.5,76.5,1925,12,125.113353826742
"286",29.5,76.5,1925,12,125.113353826742
"287",28.5,77.5,1925,12,125.113353826742
"288",29.5,77.5,1925,12,125.113353826742
"289",28.5,76.5,1926,1,147.452028816974
"290",29.5,76.5,1926,1,147.452028816974
"291",28.5,77.5,1926,1,147.452028816974
"292",29.5,77.5,1926,1,147.452028816974
"293",28.5,76.5,1926,2,122.199887685656
"294",29.5,76.5,1926,2,122.199887685656
"295",28.5,77.5,1926,2,122.199887685656
"296",29.5,77.5,1926,2,122.199887685656
"297",28.5,76.5,1926,3,79.7415843807849
"298",29.5,76.5,1926,3,79.7415843807849
"299",28.5,77.5,1926,3,79.7415843807849
"300",29.5,77.5,1926,3,79.7415843807849
"301",28.5,76.5,1926,4,63.1769925200552
"302",29.5,76.5,1926,4,63.1769925200552
"303",28.5,77.5,1926,4,63.1769925200552
"304",29.5,77.5,1926,4,63.1769925200552
"305",28.5,76.5,1926,5,30.031366340248
"306",29.5,76.5,1926,5,30.031366340248
"307",28.5,77.5,1926,5,30.031366340248
"308",29.5,77.5,1926,5,30.031366340248
"309",28.5,76.5,1926,6,51.2285498021101
"310",29.5,76.5,1926,6,51.2285498021101
"311",28.5,77.5,1926,6,51.2285498021101
"312",29.5,77.5,1926,6,51.2285498021101
"313",28.5,76.5,1926,7,39.0997146685662
"314",29.5,76.5,1926,7,39.0997146685662
"315",28.5,77.5,1926,7,39.0997146685662
"316",29.5,77.5,1926,7,39.0997146685662
"317",28.5,76.5,1926,8,43.4547851395519
"318",29.5,76.5,1926,8,43.4547851395519
"319",28.5,77.5,1926,8,43.4547851395519
"320",29.5,77.5,1926,8,43.4547851395519
"321",28.5,76.5,1926,9,41.327501084865
"322",29.5,76.5,1926,9,41.327501084865
"323",28.5,77.5,1926,9,41.327501084865
"324",29.5,77.5,1926,9,41.327501084865
"325",28.5,76.5,1926,10,71.9519466222555
"326",29.5,76.5,1926,10,71.9519466222555
"327",28.5,77.5,1926,10,71.9519466222555
"328",29.5,77.5,1926,10,71.9519466222555
"329",28.5,76.5,1926,11,100.520204579141
"330",29.5,76.5,1926,11,100.520204579141
"331",28.5,77.5,1926,11,100.520204579141
"332",29.5,77.5,1926,11,100.520204579141
"333",28.5,76.5,1926,12,121.38886065742
"334",29.5,76.5,1926,12,121.38886065742
"335",28.5,77.5,1926,12,121.38886065742
"336",29.5,77.5,1926,12,121.38886065742
"337",28.5,76.5,1927,1,118.605780623259
"338",29.5,76.5,1927,1,118.605780623259
"339",28.5,77.5,1927,1,118.605780623259
"340",29.5,77.5,1927,1,118.605780623259
"341",28.5,76.5,1927,2,87.5447273361343
"342",29.5,76.5,1927,2,87.5447273361343
"343",28.5,77.5,1927,2,87.5447273361343
"344",29.5,77.5,1927,2,87.5447273361343
"345",28.5,76.5,1927,3,76.0478161440667
"346",29.5,76.5,1927,3,76.0478161440667
"347",28.5,77.5,1927,3,76.0478161440667
"348",29.5,77.5,1927,3,76.0478161440667
"349",28.5,76.5,1927,4,78.812095148793
"350",29.5,76.5,1927,4,78.812095148793
"351",28.5,77.5,1927,4,78.812095148793
"352",29.5,77.5,1927,4,78.812095148793
"353",28.5,76.5,1927,5,66.2577322861608
"354",29.5,76.5,1927,5,66.2577322861608
"355",28.5,77.5,1927,5,66.2577322861608
"356",29.5,77.5,1927,5,66.2577322861608
"357",28.5,76.5,1927,6,61.9128822228878
"358",29.5,76.5,1927,6,61.9128822228878
"359",28.5,77.5,1927,6,61.9128822228878
"360",29.5,77.5,1927,6,61.9128822228878
"361",28.5,76.5,1927,7,59.6343940074955
"362",29.5,76.5,1927,7,59.6343940074955
"363",28.5,77.5,1927,7,59.6343940074955
"364",29.5,77.5,1927,7,59.6343940074955
"365",28.5,76.5,1927,8,47.4539959828675
"366",29.5,76.5,1927,8,47.4539959828675
"367",28.5,77.5,1927,8,47.4539959828675
"368",29.5,77.5,1927,8,47.4539959828675
"369",28.5,76.5,1927,9,66.9729146248724
"370",29.5,76.5,1927,9,66.9729146248724
"371",28.5,77.5,1927,9,66.9729146248724
"372",29.5,77.5,1927,9,66.9729146248724
"373",28.5,76.5,1927,10,81.7011709568319
"374",29.5,76.5,1927,10,81.7011709568319
"375",28.5,77.5,1927,10,81.7011709568319
"376",29.5,77.5,1927,10,81.7011709568319
"377",28.5,76.5,1927,11,101.758652286298
"378",29.5,76.5,1927,11,101.758652286298
"379",28.5,77.5,1927,11,101.758652286298
"380",29.5,77.5,1927,11,101.758652286298
"381",28.5,76.5,1927,12,95.332348607392
"382",29.5,76.5,1927,12,95.332348607392
"383",28.5,77.5,1927,12,95.332348607392
"384",29.5,77.5,1927,12,95.332348607392
"385",28.5,76.5,1928,1,137.157909764022
"386",29.5,76.5,1928,1,137.157909764022
"387",28.5,77.5,1928,1,137.157909764022
"388",29.5,77.5,1928,1,137.157909764022
"389",28.5,76.5,1928,2,117.02494038732
"390",29.5,76.5,1928,2,117.02494038732
"391",28.5,77.5,1928,2,117.02494038732
"392",29.5,77.5,1928,2,117.02494038732
"393",28.5,76.5,1928,3,104.221081231285
"394",29.5,76.5,1928,3,104.221081231285
"395",28.5,77.5,1928,3,104.221081231285
"396",29.5,77.5,1928,3,104.221081231285
"397",28.5,76.5,1928,4,105.179449224669
"398",29.5,76.5,1928,4,105.179449224669
"399",28.5,77.5,1928,4,105.179449224669
"400",29.5,77.5,1928,4,105.179449224669
"401",28.5,76.5,1928,5,123.983346410523
"402",29.5,76.5,1928,5,123.983346410523
"403",28.5,77.5,1928,5,123.983346410523
"404",29.5,77.5,1928,5,123.983346410523
"405",28.5,76.5,1928,6,68.5712210494221
"406",29.5,76.5,1928,6,68.5712210494221
"407",28.5,77.5,1928,6,68.5712210494221
"408",29.5,77.5,1928,6,68.5712210494221
"409",28.5,76.5,1928,7,59.4220336844308
"410",29.5,76.5,1928,7,59.4220336844308
"411",28.5,77.5,1928,7,59.4220336844308
"412",29.5,77.5,1928,7,59.4220336844308
"413",28.5,76.5,1928,8,71.0134081969273
"414",29.5,76.5,1928,8,71.0134081969273
"415",28.5,77.5,1928,8,71.0134081969273
"416",29.5,77.5,1928,8,71.0134081969273
"417",28.5,76.5,1928,9,112.393523336272
"418",29.5,76.5,1928,9,112.393523336272
"419",28.5,77.5,1928,9,112.393523336272
"420",29.5,77.5,1928,9,112.393523336272
"421",28.5,76.5,1928,10,73.2718702389814
"422",29.5,76.5,1928,10,73.2718702389814
"423",28.5,77.5,1928,10,73.2718702389814
"424",29.5,77.5,1928,10,73.2718702389814
"425",28.5,76.5,1928,11,130.396583297392
"426",29.5,76.5,1928,11,130.396583297392
"427",28.5,77.5,1928,11,130.396583297392
"428",29.5,77.5,1928,11,130.396583297392
"429",28.5,76.5,1928,12,133.939158594537
"430",29.5,76.5,1928,12,133.939158594537
"431",28.5,77.5,1928,12,133.939158594537
"432",29.5,77.5,1928,12,133.939158594537
"433",28.5,76.5,1929,1,125.926603261825
"434",29.5,76.5,1929,1,125.926603261825
"435",28.5,77.5,1929,1,125.926603261825
"436",29.5,77.5,1929,1,125.926603261825
"437",28.5,76.5,1929,2,110.836001090266
"438",29.5,76.5,1929,2,110.836001090266
"439",28.5,77.5,1929,2,110.836001090266
"440",29.5,77.5,1929,2,110.836001090266
"441",28.5,76.5,1929,3,89.5309291114497
"442",29.5,76.5,1929,3,89.5309291114497
"443",28.5,77.5,1929,3,89.5309291114497
"444",29.5,77.5,1929,3,89.5309291114497
"445",28.5,76.5,1929,4,81.2393134351625
"446",29.5,76.5,1929,4,81.2393134351625
"447",28.5,77.5,1929,4,81.2393134351625
"448",29.5,77.5,1929,4,81.2393134351625
"449",28.5,76.5,1929,5,53.3841229240548
"450",29.5,76.5,1929,5,53.3841229240548
"451",28.5,77.5,1929,5,53.3841229240548
"452",29.5,77.5,1929,5,53.3841229240548
"453",28.5,76.5,1929,6,71.8737789175867
"454",29.5,76.5,1929,6,71.8737789175867
"455",28.5,77.5,1929,6,71.8737789175867
"456",29.5,77.5,1929,6,71.8737789175867
"457",28.5,76.5,1929,7,51.7567888226439
"458",29.5,76.5,1929,7,51.7567888226439
"459",28.5,77.5,1929,7,51.7567888226439
"460",29.5,77.5,1929,7,51.7567888226439
"461",28.5,76.5,1929,8,42.5040501499151
"462",29.5,76.5,1929,8,42.5040501499151
"463",28.5,77.5,1929,8,42.5040501499151
"464",29.5,77.5,1929,8,42.5040501499151
"465",28.5,76.5,1929,9,39.2322128512655
"466",29.5,76.5,1929,9,39.2322128512655
"467",28.5,77.5,1929,9,39.2322128512655
"468",29.5,77.5,1929,9,39.2322128512655
"469",28.5,76.5,1929,10,116.919406140116
"470",29.5,76.5,1929,10,116.919406140116
"471",28.5,77.5,1929,10,116.919406140116
"472",29.5,77.5,1929,10,116.919406140116
"473",28.5,76.5,1929,11,91.4329445736153
"474",29.5,76.5,1929,11,91.4329445736153
"475",28.5,77.5,1929,11,91.4329445736153
"476",29.5,77.5,1929,11,91.4329445736153
"477",28.5,76.5,1929,12,129.111877661257
"478",29.5,76.5,1929,12,129.111877661257
"479",28.5,77.5,1929,12,129.111877661257
"480",29.5,77.5,1929,12,129.111877661257
"481",28.5,76.5,1930,1,147.271978866841
"482",29.5,76.5,1930,1,147.271978866841
"483",28.5,77.5,1930,1,147.271978866841
"484",29.5,77.5,1930,1,147.271978866841
"485",28.5,76.5,1930,2,122.871865391259
"486",29.5,76.5,1930,2,122.871865391259
"487",28.5,77.5,1930,2,122.871865391259
"488",29.5,77.5,1930,2,122.871865391259
"489",28.5,76.5,1930,3,98.9744835011598
"490",29.5,76.5,1930,3,98.9744835011598
"491",28.5,77.5,1930,3,98.9744835011598
"492",29.5,77.5,1930,3,98.9744835011598
"493",28.5,76.5,1930,4,85.7575276261608
"494",29.5,76.5,1930,4,85.7575276261608
"495",28.5,77.5,1930,4,85.7575276261608
"496",29.5,77.5,1930,4,85.7575276261608
"497",28.5,76.5,1930,5,70.1097322577016
"498",29.5,76.5,1930,5,70.1097322577016
"499",28.5,77.5,1930,5,70.1097322577016
"500",29.5,77.5,1930,5,70.1097322577016
"501",28.5,76.5,1930,6,11.9614103091294
"502",29.5,76.5,1930,6,11.9614103091294
"503",28.5,77.5,1930,6,11.9614103091294
"504",29.5,77.5,1930,6,11.9614103091294
"505",28.5,76.5,1930,7,10.3811305592635
"506",29.5,76.5,1930,7,10.3811305592635
"507",28.5,77.5,1930,7,10.3811305592635
"508",29.5,77.5,1930,7,10.3811305592635
"509",28.5,76.5,1930,8,0
"510",29.5,76.5,1930,8,0
"511",28.5,77.5,1930,8,0
"512",29.5,77.5,1930,8,0
"513",28.5,76.5,1930,9,41.8403751801082
"514",29.5,76.5,1930,9,41.8403751801082
"515",28.5,77.5,1930,9,41.8403751801082
"516",29.5,77.5,1930,9,41.8403751801082
"517",28.5,76.5,1930,10,103.052618461558
"518",29.5,76.5,1930,10,103.052618461558
"519",28.5,77.5,1930,10,103.052618461558
"520",29.5,77.5,1930,10,103.052618461558
"521",28.5,76.5,1930,11,107.445224746839
"522",29.5,76.5,1930,11,107.445224746839
"523",28.5,77.5,1930,11,107.445224746839
"524",29.5,77.5,1930,11,107.445224746839
"525",28.5,76.5,1930,12,116.395424052621
"526",29.5,76.5,1930,12,116.395424052621
"527",28.5,77.5,1930,12,116.395424052621
"528",29.5,77.5,1930,12,116.395424052621
"529",28.5,76.5,1931,1,111.072754773136
"530",29.5,76.5,1931,1,111.072754773136
"531",28.5,77.5,1931,1,111.072754773136
"532",29.5,77.5,1931,1,111.072754773136
"533",28.5,76.5,1931,2,84.0791594470419
"534",29.5,76.5,1931,2,84.0791594470419
"535",28.5,77.5,1931,2,84.0791594470419
"536",29.5,77.5,1931,2,84.0791594470419
"537",28.5,76.5,1931,3,60.9300404445602
"538",29.5,76.5,1931,3,60.9300404445602
"539",28.5,77.5,1931,3,60.9300404445602
"540",29.5,77.5,1931,3,60.9300404445602
"541",28.5,76.5,1931,4,44.0432400731172
"542",29.5,76.5,1931,4,44.0432400731172
"543",28.5,77.5,1931,4,44.0432400731172
"544",29.5,77.5,1931,4,44.0432400731172
"545",28.5,76.5,1931,5,25.4107484472663
"546",29.5,76.5,1931,5,25.4107484472663
"547",28.5,77.5,1931,5,25.4107484472663
"548",29.5,77.5,1931,5,25.4107484472663
"549",28.5,76.5,1931,6,30.2336543601512
"550",29.5,76.5,1931,6,30.2336543601512
"551",28.5,77.5,1931,6,30.2336543601512
"552",29.5,77.5,1931,6,30.2336543601512
"553",28.5,76.5,1931,7,41.0061589969494
"554",29.5,76.5,1931,7,41.0061589969494
"555",28.5,77.5,1931,7,41.0061589969494
"556",29.5,77.5,1931,7,41.0061589969494
"557",28.5,76.5,1931,8,52.9478376042536
"558",29.5,76.5,1931,8,52.9478376042536
"559",28.5,77.5,1931,8,52.9478376042536
"560",29.5,77.5,1931,8,52.9478376042536
"561",28.5,76.5,1931,9,67.7548533300544
"562",29.5,76.5,1931,9,67.7548533300544
"563",28.5,77.5,1931,9,67.7548533300544
"564",29.5,77.5,1931,9,67.7548533300544
"565",28.5,76.5,1931,10,100.860082552344
"566",29.5,76.5,1931,10,100.860082552344
"567",28.5,77.5,1931,10,100.860082552344
"568",29.5,77.5,1931,10,100.860082552344
"569",28.5,76.5,1931,11,155.455661424471
"570",29.5,76.5,1931,11,155.455661424471
"571",28.5,77.5,1931,11,155.455661424471
"572",29.5,77.5,1931,11,155.455661424471
"573",28.5,76.5,1931,12,132.999622478583
"574",29.5,76.5,1931,12,132.999622478583
"575",28.5,77.5,1931,12,132.999622478583
"576",29.5,77.5,1931,12,132.999622478583
"577",28.5,76.5,1932,1,135.750248949527
"578",29.5,76.5,1932,1,135.750248949527
"579",28.5,77.5,1932,1,135.750248949527
"580",29.5,77.5,1932,1,135.750248949527
"581",28.5,76.5,1932,2,155.044211668208
"582",29.5,76.5,1932,2,155.044211668208
"583",28.5,77.5,1932,2,155.044211668208
"584",29.5,77.5,1932,2,155.044211668208
"585",28.5,76.5,1932,3,96.3519575918883
"586",29.5,76.5,1932,3,96.3519575918883
"587",28.5,77.5,1932,3,96.3519575918883
"588",29.5,77.5,1932,3,96.3519575918883
"589",28.5,76.5,1932,4,94.5555983946455
"590",29.5,76.5,1932,4,94.5555983946455
"591",28.5,77.5,1932,4,94.5555983946455
"592",29.5,77.5,1932,4,94.5555983946455
"593",28.5,76.5,1932,5,41.1431394550755
